sigla,nome_pregao,isin,classe,price,change,changepct,setor,subsetor,segmento,codcvm,cnpj,razao_social,cnpj_adm,razao_social_adm,sigla4
OMGE3,OMEGA GER ON,BROMGEACNOR0,AÇÃO,20.98,0.08,0.38,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,23426,09.149.503/0001-06,OMEGA GERAÇÃO S.A.,---,---,OMGE
OSXB3,OSX BRASIL ON,BROSXBACNOR8,AÇÃO,3.82,-0.17,-4.26,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,21342,09.112.685/0001-32,OSX BRASIL S.A.,---,---,OSXB
PARD3,IHPARDINI ON,BRPARDACNOR1,AÇÃO,20.00,-0.02,-0.10,SAÚDE,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,24090,19.378.769/0001-76,INSTITUTO HERMES PARDINI S.A.,---,---,PARD
PATI3,PANATLANTICA ON,BRPATIACNOR6,AÇÃO,19.00,0.00,0.00,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,94,92.693.019/0001-89,PANATLANTICA S.A.,---,---,PATI
PATI4,PANATLANTICA PN,BRPATIACNPR3,AÇÃO,30.28,0.00,0.00,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,94,92.693.019/0001-89,PANATLANTICA S.A.,---,---,PATI
PCAR3,P.ACUCAR-CBD ON,BRPCARACNOR3,AÇÃO,93.50,0.58,0.62,CONSUMO NÃO CÍCLICO,COMÉRCIO E DISTRIBUIÇÃO,ALIMENTOS,14826,47.508.411/0001-56,CIA BRASILEIRA DE DISTRIBUICAO,---,---,PCAR
PCAR4,P.ACUCAR-CBD PN,BRPCARACNPR0,AÇÃO,95.57,1.77,1.89,CONSUMO NÃO CÍCLICO,COMÉRCIO E DISTRIBUIÇÃO,ALIMENTOS,14826,47.508.411/0001-56,CIA BRASILEIRA DE DISTRIBUICAO,---,---,PCAR
PDGR3,PDG REALT ON,BRPDGRACNOR8,AÇÃO,6.25,0.14,2.29,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20478,02.950.811/0001-89,PDG REALTY S.A. EMPREEND E PARTICIPACOES,---,---,PDGR
PEAB3,PAR AL BAHIA ON,BRPEABACNOR3,AÇÃO,36.00,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,18708,01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,---,---,PEAB
PEAB4,PAR AL BAHIA PN,BRPEABACNPR0,AÇÃO,43.00,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,18708,01.938.783/0001-11,CIA PARTICIPACOES ALIANCA DA BAHIA,---,---,PEAB
PETR3,PETROBRAS ON,BRPETRACNOR9,AÇÃO,30.92,0.16,0.52,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,9512,33.000.167/0001-01,PETROLEO BRASILEIRO S.A. PETROBRAS,---,---,PETR
PETR4,PETROBRAS PN,BRPETRACNPR6,AÇÃO,27.61,0.01,0.04,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,9512,33.000.167/0001-01,PETROLEO BRASILEIRO S.A. PETROBRAS,---,---,PETR
PFRM3,PROFARMA ON,BRPFRMACNOR1,AÇÃO,4.08,0.05,1.24,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,20346,45.453.214/0001-51,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,---,---,PFRM
PINE4,PINE PN,BRPINEACNPR8,AÇÃO,2.15,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,20567,62.144.175/0001-20,BCO PINE S.A.,---,---,PINE
PLAS3,PLASCAR PART ON,BRPLASACNOR2,AÇÃO,4.99,0.00,0.00,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,13471,51.928.174/0001-50,PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,---,---,PLAS
PMAM3,PARANAPANEMA ON,BRPMAMACNOR3,AÇÃO,1.45,-0.01,-0.68,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE COBRE,9393,60.398.369/0004-79,PARANAPANEMA S.A.,---,---,PMAM
PNVL3,DIMED ON,BRPNVLACNOR9,AÇÃO,393.99,0.00,0.00,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,9342,92.665.611/0001-77,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,---,---,PNVL
PNVL4,DIMED PN,BRPNVLACNPR6,AÇÃO,252.00,0.00,0.00,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,9342,92.665.611/0001-77,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,---,---,PNVL
POMO3,MARCOPOLO ON,BRPOMOACNOR0,AÇÃO,3.16,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,8451,88.611.835/0001-29,MARCOPOLO S.A.,---,---,POMO
POMO4,MARCOPOLO PN,BRPOMOACNPR7,AÇÃO,3.62,-0.03,-0.82,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,8451,88.611.835/0001-29,MARCOPOLO S.A.,---,---,POMO
POSI3,POSITIVO TEC ON,BRPOSIACNOR9,AÇÃO,2.25,-0.01,-0.44,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,20362,81.243.735/0001-48,POSITIVO TECNOLOGIA S.A.,---,---,POSI
PPLA11,PPLA UNT,BRPPLAUNT007,AÇÃO,1.27,0.03,2.42,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,80152,15.073.274/0001-88,PPLA PARTICIPATIONS LTD.,---,---,PPLA
PRIO3,PETRORIO ON,BRPRIOACNOR1,AÇÃO,19.04,1.09,6.07,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,22187,10.629.105/0001-68,PETRO RIO S.A.,---,---,PRIO
PSSA3,PORTO SEGURO ON,BRPSSAACNOR7,AÇÃO,55.63,0.31,0.56,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,16659,02.149.205/0001-69,PORTO SEGURO S.A.,---,---,PSSA
PSVM11,PORTO VM,BRPSVMTRV004,AÇÃO,0.51,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,23523,18.494.485/0001-82,PORTO SUDESTE V.M. S.A.,---,---,PSVM
PTBL3,PORTOBELLO ON,BRPTBLACNOR8,AÇÃO,4.78,-0.02,-0.42,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,13773,83.475.913/0001-91,PBG S/A,---,---,PTBL
PTNT3,PETTENATI ON,BRPTNTACNOR6,AÇÃO,6.99,0.00,0.00,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,9539,88.613.658/0001-10,PETTENATI S.A. INDUSTRIA TEXTIL,---,---,PTNT
PTNT4,PETTENATI PN,BRPTNTACNPR3,AÇÃO,2.88,0.00,0.00,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,9539,88.613.658/0001-10,PETTENATI S.A. INDUSTRIA TEXTIL,---,---,PTNT
QGEP3,QGEP PART ON,BRQGEPACNOR8,AÇÃO,13.64,-0.21,-1.54,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,22365,11.669.021/0001-10,QGEP PARTICIPAÇÕES S.A.,---,---,QGEP
QUAL3,QUALICORP ON,BRQUALACNOR6,AÇÃO,15.84,-0.11,-0.69,SAÚDE,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,SERV.MÉD.HOSPIT..ANÁLISES E DIAGNÓSTICOS,22497,11.992.680/0001-93,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,---,---,QUAL
RADL3,RAIADROGASIL ON,BRRADLACNOR0,AÇÃO,65.33,0.25,0.38,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,5258,61.585.865/0001-51,RAIA DROGASIL S.A.,---,---,RADL
RAIL3,RUMO S.A. ON,BRRAILACNOR9,AÇÃO,17.60,-0.26,-1.46,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,17450,02.387.241/0001-60,RUMO S.A.,---,---,RAIL
RANI3,CELUL IRANI ON,BRRANIACNOR5,AÇÃO,2.50,-0.20,-7.41,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,2429,92.791.243/0001-03,CELULOSE IRANI S.A.,---,---,RANI
RANI4,CELUL IRANI PN,BRRANIACNPR2,AÇÃO,2.75,0.00,0.00,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,2429,92.791.243/0001-03,CELULOSE IRANI S.A.,---,---,RANI
RAPT3,RANDON PART ON,BRRAPTACNOR7,AÇÃO,7.20,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,14109,89.086.144/0001-16,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,---,---,RAPT
RAPT4,RANDON PART PN,BRRAPTACNPR4,AÇÃO,9.09,0.17,1.91,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,14109,89.086.144/0001-16,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,---,---,RAPT
RCSL3,RECRUSUL ON,BRRCSLACNOR4,AÇÃO,2.04,-0.01,-0.49,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,12572,91.333.666/0001-17,RECRUSUL S.A.,---,---,RCSL
RCSL4,RECRUSUL PN,BRRCSLACNPR1,AÇÃO,1.48,0.04,2.78,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,12572,91.333.666/0001-17,RECRUSUL S.A.,---,---,RCSL
RDNI3,RNI ON,BRRDNIACNOR9,AÇÃO,5.80,0.10,1.75,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20451,67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,---,---,RDNI
REDE3,REDE ENERGIA ON,BRREDEACNOR7,AÇÃO,7.59,0.00,0.00,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,3190,61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,---,---,REDE
RENT3,LOCALIZA ON,BRRENTACNOR4,AÇÃO,32.63,-0.13,-0.40,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,19739,16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,---,---,RENT
RLOG3,COSAN LOG ON,BRRLOGACNOR4,AÇÃO,14.51,-0.35,-2.36,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,23485,17.346.997/0001-39,COSAN LOGISTICA S.A.,---,---,RLOG
RNEW11,RENOVA UNT,BRRNEWCDAM15,AÇÃO,29.99,-0.01,-0.03,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,21636,08.534.605/0001-74,RENOVA ENERGIA S.A.,---,---,RNEW
RNEW3,RENOVA ON,BRRNEWACNOR8,AÇÃO,9.93,-0.38,-3.69,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,21636,08.534.605/0001-74,RENOVA ENERGIA S.A.,---,---,RNEW
RNEW4,RENOVA PN,BRRNEWACNPR5,AÇÃO,9.99,-0.11,-1.09,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,21636,08.534.605/0001-74,RENOVA ENERGIA S.A.,---,---,RNEW
ROMI3,INDS ROMI ON,BRROMIACNOR8,AÇÃO,9.84,-0.10,-1.01,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,7510,56.720.428/0001-63,INDUSTRIAS ROMI S.A.,---,---,ROMI
RPAD3,ALFA HOLDING ON,BRRPADACNOR1,AÇÃO,5.05,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,9954,17.167.396/0001-69,ALFA HOLDINGS S.A.,---,---,RPAD
RPAD5,ALFA HOLDING PNA,BRRPADACNPA4,AÇÃO,6.60,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,9954,17.167.396/0001-69,ALFA HOLDINGS S.A.,---,---,RPAD
RPAD6,ALFA HOLDING PNB,BRRPADACNPB2,AÇÃO,3.41,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,9954,17.167.396/0001-69,ALFA HOLDINGS S.A.,---,---,RPAD
RPMG3,PET MANGUINH ON,BRRPMGACNOR9,AÇÃO,2.14,0.05,2.39,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,9989,33.412.081/0001-96,REFINARIA DE PETROLEOS MANGUINHOS S.A.,---,---,RPMG
RSID3,ROSSI RESID ON,BRRSIDACNOR8,AÇÃO,4.22,0.07,1.69,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,16306,61.065.751/0001-80,ROSSI RESIDENCIAL S.A.,---,---,RSID
RSUL4,RIOSULENSE PN,BRRSULACNPR3,AÇÃO,71.50,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,13439,85.778.074/0001-06,METALURGICA RIOSULENSE S.A.,---,---,RSUL
SANB11,SANTANDER BR UNT,BRSANBCDAM13,AÇÃO,44.72,-0.60,-1.32,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,20532,90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,---,---,SANB
SANB3,SANTANDER BR ON,BRSANBACNOR8,AÇÃO,22.50,0.29,1.31,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,20532,90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,---,---,SANB
SANB4,SANTANDER BR PN,BRSANBACNPR5,AÇÃO,22.50,-0.29,-1.27,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,20532,90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,---,---,SANB
SAPR11,SANEPAR UNT,BRSAPRCDAM13,AÇÃO,80.37,-0.57,-0.70,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,18627,76.484.013/0001-45,CIA SANEAMENTO DO PARANA - SANEPAR,---,---,SAPR
SAPR3,SANEPAR ON,BRSAPRACNOR9,AÇÃO,21.96,-0.19,-0.86,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,18627,76.484.013/0001-45,CIA SANEAMENTO DO PARANA - SANEPAR,---,---,SAPR
SAPR4,SANEPAR PN,BRSAPRACNPR6,AÇÃO,14.60,-0.05,-0.34,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,18627,76.484.013/0001-45,CIA SANEAMENTO DO PARANA - SANEPAR,---,---,SAPR
SBSP3,SABESP ON,BRSBSPACNOR5,AÇÃO,40.99,-0.35,-0.85,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,14443,43.776.517/0001-80,CIA SANEAMENTO BASICO EST SAO PAULO,---,---,SBSP
SCAR3,SAO CARLOS ON,BRSCARACNOR7,AÇÃO,34.00,-0.28,-0.82,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,13781,29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,---,---,SCAR
SEDU3,SOMOS EDUCA ON,BRSEDUACNOR1,AÇÃO,22.65,0.00,0.00,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,22551,02.541.982/0001-54,SOMOS EDUCAÇÃO S.A.,---,---,SEDU
SEER3,SER EDUCA ON,BRSEERACNOR5,AÇÃO,20.04,-0.68,-3.28,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,23221,04.986.320/0001-13,SER EDUCACIONAL S.A.,---,---,SEER
SGPS3,SPRINGS ON,BRSGPSACNOR4,AÇÃO,8.95,-0.06,-0.67,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,20966,07.718.269/0001-57,SPRINGS GLOBAL PARTICIPACOES S.A.,---,---,SGPS
SHOW3,TIME FOR FUN ON,BRSHOWACNOR7,AÇÃO,6.17,-0.17,-2.68,CONSUMO CÍCLICO,VIAGENS E LAZER,PRODUÇÃO DE EVENTOS E SHOWS,22454,02.860.694/0001-62,T4F ENTRETENIMENTO S.A.,---,---,SHOW
SHUL4,SCHULZ PN,BRSHULACNPR4,AÇÃO,7.15,-0.03,-0.42,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MOTORES . COMPRESSORES E OUTROS,14664,84.693.183/0001-68,SCHULZ S.A.,---,---,SHUL
SLCE3,SLC AGRICOLA ON,BRSLCEACNOR2,AÇÃO,41.51,1.21,3.00,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,20745,89.096.457/0001-55,SLC AGRICOLA S.A.,---,---,SLCE
SLED3,SARAIVA LIVR ON,BRSLEDACNOR0,AÇÃO,2.30,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,10472,60.500.139/0001-26,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,---,---,SLED
SLED4,SARAIVA LIVR PN,BRSLEDACNPR7,AÇÃO,1.96,0.06,3.16,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,10472,60.500.139/0001-26,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,---,---,SLED
SMLS3,SMILES ON,BRSMLSACNOR1,AÇÃO,50.50,-0.72,-1.41,CONSUMO CÍCLICO,DIVERSOS,PROGRAMAS DE FIDELIZAÇÃO,24252,05.730.375/0001-20,SMILES FIDELIDADE S.A.,---,---,SMLS
SMTO3,SAO MARTINHO ON,BRSMTOACNOR3,AÇÃO,19.25,-0.01,-0.05,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,AÇUCAR E ALCOOL,20516,51.466.860/0001-56,SAO MARTINHO S.A.,---,---,SMTO
SNSY5,SANSUY PNA,BRSNSYACNPA5,AÇÃO,79.00,0.00,0.00,MATERIAIS BÁSICOS,MATERIAIS DIVERSOS,MATERIAIS DIVERSOS,12696,14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,---,---,SNSY
SOND5,SONDOTECNICA PNA,BRSONDACNPA8,AÇÃO,30.00,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,ENGENHARIA CONSULTIVA,10880,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,---,---,SOND
SOND6,SONDOTECNICA PNB,BRSONDACNPB6,AÇÃO,28.50,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,ENGENHARIA CONSULTIVA,10880,33.386.210/0001-19,SONDOTECNICA ENGENHARIA SOLOS S.A.,---,---,SOND
SPRI3,SPRINGER ON,BRSPRIACNOR2,AÇÃO,7.50,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,10960,92.929.520/0001-00,SPRINGER S.A.,---,---,SPRI
SPRI5,SPRINGER PNA,BRSPRIACNPA5,AÇÃO,6.80,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,10960,92.929.520/0001-00,SPRINGER S.A.,---,---,SPRI
SPRT3B,LONGDIS ON,BRSPRTACNOR9,AÇÃO,0.90,0.00,0.00,OUTROS,OUTROS,OUTROS,17434,02.338.534/0001-58,LONGDIS S.A.,---,---,SPRT
SQIA3,SINQIA ON,BRSQIAACNOR6,AÇÃO,36.16,-0.46,-1.26,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,22799,04.065.791/0001-99,SINQIA S.A.,---,---,SQIA
SSBR3,SIERRABRASIL ON,BRSSBRACNOR1,AÇÃO,29.04,0.00,0.00,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,22357,05.878.397/0001-32,SONAE SIERRA BRASIL S.A.,---,---,SSBR
STBP3,SANTOS BRP ON,BRSTBPACNOR3,AÇÃO,3.78,-0.04,-1.05,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,17892,02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,---,---,STBP
SULA11,SUL AMERICA UNT,BRSULACDAM12,AÇÃO,30.96,-0.10,-0.32,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,21121,29.978.814/0001-87,SUL AMERICA S.A.,---,---,SULA
SULA3,SUL AMERICA ON,BRSULAACNOR2,AÇÃO,13.94,0.00,0.00,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,21121,29.978.814/0001-87,SUL AMERICA S.A.,---,---,SULA
SULA4,SUL AMERICA PN,BRSULAACNPR9,AÇÃO,8.71,0.00,0.00,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,21121,29.978.814/0001-87,SUL AMERICA S.A.,---,---,SULA
SUZB3,SUZANO PAPEL ON,BRSUZBACNOR0,AÇÃO,40.70,0.11,0.28,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,13986,16.404.287/0001-55,SUZANO PAPEL E CELULOSE S.A.,---,---,SUZB
TAEE11,TAESA UNT,BRTAEECDAM10,AÇÃO,25.96,-0.06,-0.23,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,20257,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,---,---,TAEE
TAEE3,TAESA ON,BRTAEEACNOR9,AÇÃO,9.70,0.14,1.46,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,20257,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,---,---,TAEE
TAEE4,TAESA PN,BRTAEEACNPR6,AÇÃO,8.19,0.10,1.24,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,20257,07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,---,---,TAEE
TCNO3,TECNOSOLO ON,BRTCNOACNOR5,AÇÃO,0.85,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,ENGENHARIA CONSULTIVA,11207,33.111.246/0001-90,TECNOSOLO ENGENHARIA S.A.,---,---,TCNO
TCNO4,TECNOSOLO PN,BRTCNOACNPR2,AÇÃO,0.79,0.00,0.00,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,ENGENHARIA CONSULTIVA,11207,33.111.246/0001-90,TECNOSOLO ENGENHARIA S.A.,---,---,TCNO
TCSA3,TECNISA ON,BRTCSAACNOR3,AÇÃO,1.27,-0.01,-0.78,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20435,08.065.557/0001-12,TECNISA S.A.,---,---,TCSA
TECN3,TECHNOS ON,BRTECNACNOR6,AÇÃO,2.53,-0.06,-2.32,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,ACESSÓRIOS,22519,09.295.063/0001-97,TECHNOS S.A.,---,---,TECN
TEKA3,TEKA ON,BRTEKAACNOR6,AÇÃO,9.93,0.00,0.00,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,11223,82.636.986/0001-55,TEKA-TECELAGEM KUEHNRICH S.A.,---,---,TEKA
TEKA4,TEKA PN,BRTEKAACNPR3,AÇÃO,9.03,0.07,0.78,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,11223,82.636.986/0001-55,TEKA-TECELAGEM KUEHNRICH S.A.,---,---,TEKA
TELB3,TELEBRAS ON,BRTELBACNOR2,AÇÃO,30.12,0.01,0.03,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,11258,00.336.701/0001-04,TELEC BRASILEIRAS S.A. TELEBRAS,---,---,TELB
TELB4,TELEBRAS PN,BRTELBACNPR9,AÇÃO,28.00,-0.58,-2.03,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,11258,00.336.701/0001-04,TELEC BRASILEIRAS S.A. TELEBRAS,---,---,TELB
TEND3,TENDA ON,BRTENDACNOR4,AÇÃO,17.00,-0.26,-1.51,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,21148,71.476.527/0001-35,CONSTRUTORA TENDA S.A.,---,---,TEND
TESA3,TERRA SANTA ON,BRTESAACNOR9,AÇÃO,13.25,0.03,0.23,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,20354,05.799.312/0001-20,TERRA SANTA AGRO S.A.,---,---,TESA
TGMA3,TEGMA ON,BRTGMAACNOR7,AÇÃO,25.69,-0.11,-0.43,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE RODOVIÁRIO,20800,02.351.144/0001-18,TEGMA GESTAO LOGISTICA S.A.,---,---,TGMA
TIET11,AES TIETE E UNT,BRTIETCDAM15,AÇÃO,10.91,0.01,0.09,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,18970,04.128.563/0001-10,AES TIETE ENERGIA SA,---,---,TIET
TIET3,AES TIETE E ON,BRTIETACNOR0,AÇÃO,2.23,0.03,1.36,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,18970,04.128.563/0001-10,AES TIETE ENERGIA SA,---,---,TIET
